,budgetListIDX,budgetListName,bLnameLength,MvName,mvNameLength,maxFuzzRatioIDX,maxFuzzRatio,maxFuzzSetRatioIDX,maxFuzzSetRatio,budgetListMvReleaseYR,MvReleaseYR
1306,1306,A Better Life,13,A Better Life,13,3471,100,3471,100,2011,2011.0
1307,1307,You Got Served: Beat The World,30,The World,9,7412,64,7167,100,2011,2005.0
1308,1308,Mr. Poppers's Penguins,22,Mr. Popper's Penguins,21,3339,98,3339,98,2011,2011.0
1309,1309,Green Lantern,13,Green Lantern,13,3310,100,3310,100,2011,2011.0
1310,1310,The Art of Getting By,21,The Art of Getting By,21,3480,100,3480,100,2011,2011.0
1311,1311,Trolljegeren,12,College,7,5118,63,5118,63,2011,2008.0
1312,1312,Super 8,7,Super 8,7,3307,100,3307,100,2011,2011.0
1313,1313,Submarine,9,Submarine,9,3542,100,3542,100,2011,2011.0
1314,1314,X-Men: First Class,18,X-Men: First Class,18,3303,100,3303,100,2011,2011.0
1315,1315,The Lion of Judah,17,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",62,8052,65,6794,79,2011,2005.0
1316,1316,Beginners,9,Adult Beginners,15,3436,100,909,100,2011,2015.0
1317,1317,Die Welle,9,WALL-E,6,9059,67,4950,67,2011,2008.0
1318,1318,The Tree of Life,16,The Tree of Life,16,3418,100,3418,100,2011,2011.0
1319,1319,The Hangover Part II,20,The Hangover Part II,20,3290,100,3290,100,2011,2011.0
1320,1320,Kung Fu Panda 2,15,Kung Fu Panda 2,15,3301,100,3301,100,2011,2011.0
1321,1321,Forget Me Not,13,Not Forgotten,13,9096,67,4780,77,2011,2009.0
1322,1322,Pirates of the Caribbean: On Stranger Tides,43,The Pirates,11,3291,100,1493,100,2011,2014.0
1323,1323,Midnight in Paris,17,Midnight in Paris,17,3345,100,3345,100,2011,2011.0
1324,1324,Go For It!,10,Go For It,9,3592,95,3592,100,2011,2011.0
1325,1325,Hesher,6,Hesher,6,3550,100,3550,100,2011,2011.0
1326,1326,Priest,6,Priest,6,3387,100,3387,100,2011,2011.0
1327,1327,Everything Must Go,18,Everything Must Go,18,3461,100,3461,100,2011,2011.0
1328,1328,Bridesmaids,11,Bridesmaids,11,3300,100,3300,100,2011,2011.0
1329,1329,The Hit List,12,Hit List,8,12680,80,12680,100,2011,1989.0
1330,1330,The Beaver,10,The Beaver,10,3502,100,3502,100,2011,2011.0
1331,1331,Jumping the Broom,17,Jumping the Broom,17,3371,100,3371,100,2011,2011.0
1332,1332,Something Borrowed,18,Something Borrowed,18,3362,100,3362,100,2011,2011.0
1333,1333,Thor,4,Thor: The Dark World,20,3296,100,1943,100,2011,2013.0
1334,1334,There Be Dragons,16,There Be Dragons,16,3495,100,3495,100,2011,2011.0
1335,1335,Hobo with a Shotgun,19,Hobo With a Shotgun,19,3518,95,3518,100,2011,2011.0
1336,1336,Fast Five,9,Fast Five,9,3292,100,3292,100,2011,2011.0
1337,1337,Prom,4,Prom,4,3427,100,3427,100,2011,2011.0
1338,1338,Dylan Dog: Dead of Night,24,Dylan Dog: Dead of Night,24,3490,100,3490,100,2011,2011.0
1339,1339,Hoodwinked Too: Hood vs. Evil,29,Hoodwinked Too! Hood vs. Evil,29,3426,97,3426,100,2011,2011.0
1340,1340,Madea's Big Happy Family,24,Tyler Perry's Madea's Big Happy Family,38,3351,77,3351,100,2011,2011.0
1341,1341,Water for Elephants,19,Water for Elephants,19,3343,100,3343,100,2011,2011.0
1342,1342,POM Wonderful Presents: The Greatest Movie Ever Sold,52,Sold,4,3523,100,300,100,2011,2016.0
1343,1343,Stake Land,10,Stake Land,10,3729,100,3729,100,2011,2011.0
1344,1344,Dum Maaro Dum,13,Dum Maaro Dum,13,3528,100,3528,100,2011,2011.0
1345,1345,The Conspirator,15,The Conspirator,15,3421,100,3421,100,2011,2011.0
1346,1346,Scream 4,8,Scream 4,8,3364,100,3364,100,2011,2011.0
1347,1347,Rio,3,"Rio, I Love You",15,3304,100,359,100,2011,2016.0
1348,1348,Hanna,5,Hanna,5,3361,100,3361,100,2011,2011.0
1349,1349,Your Highness,13,Your Highness,13,3400,100,3400,100,2011,2011.0
1350,1350,Meek's Cutoff,13,Meek's Cutoff,13,3501,100,3501,100,2011,2011.0
1351,1351,Arthur,6,Arthur Newman,13,14028,100,2218,100,2011,2013.0
1352,1352,Soul Surfer,11,Soul Surfer,11,3358,100,3358,100,2011,2011.0
1353,1353,Trust,5,Trust Fund,10,12176,100,339,100,2011,2016.0
1354,1354,The Last Godfather,18,The Last Godfather,18,3594,100,3594,100,2011,2011.0
1355,1355,Rubber,6,Rubber,6,3634,100,3634,100,2011,2011.0
1356,1356,Haevnen,7,Haven,5,6533,83,6533,83,2011,2006.0
1357,1357,Hop,3,Hop,3,3311,100,3311,100,2011,2011.0
1358,1358,Source Code,11,Source Code,11,3348,100,3348,100,2011,2011.0
1359,1359,"Fat, Sick & Nearly Dead",23,Dead Man,8,11023,53,10826,67,2011,1996.0
1360,1360,Super,5,Super 8,7,3557,100,3307,100,2011,2011.0
1361,1361,Insidious,9,Insidious Chapter 3,19,3350,100,584,100,2011,2015.0
1362,1362,The 5th Quarter,15,The 5th Quarter,15,3548,100,3548,100,2011,2011.0
1363,1363,Diary of a Wimpy Kid: Rodrick Rules,35,Diary of a Wimpy Kid: Rodrick Rules,35,3352,100,3352,100,2011,2011.0
1364,1364,Sucker Punch,12,Sucker Punch,12,3375,100,3375,100,2011,2011.0
1365,1365,Paul,4,Paul Blart: Mall Cop 2,22,3368,100,570,100,2011,2015.0
1366,1366,The Lincoln Lawyer,18,Lincoln,7,3344,100,2632,100,2011,2012.0
1367,1367,Winter in Wartime,17,Winter in Wartime,17,3531,100,3531,100,2011,2011.0
1368,1368,Limitless,9,Limitless,9,3328,100,3328,100,2011,2011.0
1369,1369,A Shine of Rainbows,19,Shine,5,5150,69,10668,100,2011,1996.0
1370,1370,Red Riding Hood,15,Red Riding Hood,15,3366,100,3366,100,2011,2011.0
1371,1371,Battle: Los Angeles,19,Battle: Los Angeles,19,3323,100,3323,100,2011,2011.0
1372,1372,3 Backyards,11,3 Backyards,11,3709,100,3709,100,2011,2011.0
1373,1373,Kill the Irishman,17,Kill the Irishman,17,3489,100,3489,100,2011,2011.0
1374,1374,Mars Needs Moms,15,Mars Needs Moms,15,3402,100,3402,100,2011,2011.0
1375,1375,Red State,9,Red State,9,3492,100,3492,100,2011,2011.0
1376,1376,Take Me Home Tonight,20,Take Me Home,12,3434,100,3140,100,2011,2012.0
1377,1377,Beastly,7,Beastly,7,3390,100,3390,100,2011,2011.0
1378,1378,Akmareul Boatda,15,Lakeboat,8,406,54,9220,61,2011,2001.0
1379,1379,Rango,5,Rango,5,3308,100,3308,100,2011,2011.0
1380,1380,The Adjustment Bureau,21,The Adjustment Bureau,21,3342,100,3342,100,2011,2011.0
1381,1381,Ultramarines,12,Aquamarine,10,6305,64,6305,73,2011,2006.0
1382,1382,Drive Angry,11,Drive Angry,11,3423,100,3423,100,2011,2011.0
1383,1383,Des Hommes et Des Dieux,23,Meet the Deedles,16,8161,58,10150,57,2011,1998.0
1384,1384,Hall Pass,9,Hall Pass,9,3356,100,3356,100,2011,2011.0
1385,1385,The Grace Card,14,The Grace Card,14,3466,100,3466,100,2011,2011.0
1386,1386,I am Number Four,16,I Am Number Four,16,3347,94,3347,100,2011,2011.0
1387,1387,Unknown,7,Complete Unknown,16,3341,100,224,100,2011,2016.0
1388,1388,"Big Mommas: Like Father, Like Son",33,"Big Mommas: Like Father, Like Son",33,3365,100,3365,100,2011,2011.0
1389,1389,MOOZ-lum,8,Mooz-lum,8,3552,62,3552,100,2011,2011.0
1390,1390,Gnomeo and Juliet,17,Gnomeo and Juliet,17,3317,100,3317,100,2011,2011.0
1391,1391,Certifiably Jonathan,20,The Film Critic,15,12990,58,1130,57,2011,2015.0
1392,1392,The Eagle,9,Eddie the Eagle,15,3406,100,81,100,2011,2016.0
1393,1393,Just Go With It,15,Just Go With It,15,3313,100,3313,100,2011,2011.0
1394,1394,Cedar Rapids,12,Cedar Rapids,12,3435,100,3435,100,2011,2011.0
1395,1395,Raymond Did It,14,Exporting Raymond,17,13297,55,3644,67,2011,2011.0
1396,1396,Justin Bieber: Never Say Never,30,Never,5,3336,100,457,100,2011,2016.0
1397,1397,The Roommate,12,The Roommate,12,3370,100,3370,100,2011,2011.0
1398,1398,Sanctum,7,Sanctum,7,3398,100,3398,100,2011,2011.0
1399,1399,The Mechanic,12,The Mechanic,12,3388,100,3388,100,2011,2011.0
1400,1400,The Rite,8,The Rite,8,3381,100,3381,100,2011,2011.0
1401,1401,No Strings Attached,19,No Strings Attached,19,3338,100,3338,100,2011,2011.0
1402,1402,Down for Life,13,Down for Life,13,3710,100,3710,100,2011,2011.0
1403,1403,The Green Hornet,16,The Green Hornet,16,3318,100,3318,100,2011,2011.0
1404,1404,The Dilemma,11,The Dilemma,11,3354,100,3354,100,2011,2011.0
1405,1405,Season of the Witch,19,The Witch,9,3394,100,66,100,2011,2016.0
1406,1406,The Reef,8,Beyond the Reef,15,11319,93,14129,100,2010,1981.0
1407,1407,Konferenz der Tiere,19,Here and There,14,4306,61,4306,61,2010,2010.0
1408,1408,Sammy's avonturen: De geheime doorgang,38,Barney's Great Adventure,24,5366,46,10104,52,2010,1998.0
1409,1409,Lies in Plain Sight,19,Hide in Plain Sight,19,14229,89,14229,89,2010,1980.0
1410,1410,Mine Vaganti,12,The Vagrant,11,11968,70,11968,70,2010,1992.0
1411,1411,The Christmas Bunny,19,Christmas Eve,13,2108,77,923,82,2010,2015.0
1412,1412,Anderson's Cross,16,Alex Cross,10,2722,62,2722,67,2010,2012.0
1413,1413,Trance,6,Trance,6,2105,100,2105,100,2010,2013.0
1414,1414,Death Calls,11,Death Valley,12,1162,78,1162,78,2010,2015.0
1415,1415,Psych 9,7,9,1,13749,75,4515,100,2010,2009.0
1416,1416,Christmas Mail,14,Christmas Eve,13,5165,80,923,82,2010,2015.0
1417,1417,Drones,6,Ladrones,8,1209,73,693,86,2010,2015.0
1418,1418,Belka i Strelka. Zvezdnye sobaki,32,In the Valley of Elah,21,8684,44,5721,54,2010,2007.0
1419,1419,Dead Undead The,15,Undead,6,6736,58,7198,100,2010,2005.0
1420,1420,Butterfly,9,Butterfly Girl,14,9404,100,1107,100,2010,2015.0
1421,1421,Another Year,12,Another Year,12,4050,100,4050,100,2010,2010.0
1422,1422,Blue Valentine,14,Blue Valentine,14,4021,100,4021,100,2010,2010.0
1423,1423,L'illusionniste,15,The Illusionist,15,6261,67,6261,80,2010,2006.0
1424,1424,Gulliver's Travels,18,Gulliver's Travels,18,3962,100,3962,100,2010,2010.0
1425,1425,True Grit,9,True Grit,9,3901,100,3901,100,2010,2010.0
1426,1426,Little Fockers,14,Little Fockers,14,3904,100,3904,100,2010,2010.0
1427,1427,Country Strong,14,Country Strong,14,4004,100,4004,100,2010,2010.0
1428,1428,Somewhere,9,Somewhere Only We Know,22,4063,100,789,100,2010,2015.0
1429,1429,Tron: Legacy,12,Tron Legacy,11,3900,96,3900,100,2010,2010.0
1430,1430,Casino Jack,11,Casino Jack,11,4082,100,4082,100,2010,2010.0
1431,1431,Barney's Version,16,Barney's Version (U.S. only),28,3446,73,3446,100,2010,2011.0
1432,1432,Rabbit Hole,11,Rabbit Hole,11,4058,100,4058,100,2010,2010.0
1433,1433,How Do You Know?,16,Know How,8,3983,97,1190,100,2010,2015.0
1434,1434,Yogi Bear,9,Yogi Bear,9,3918,100,3918,100,2010,2010.0
1435,1435,The Fighter,11,The Fighter,11,3923,100,3923,100,2010,2010.0
1436,1436,The Chronicles of Narnia: The Voyage of the Dawn Treader,56,The Chronicles of Narnia: The Voyage of the Dawn Treader,56,3915,100,3915,100,2010,2010.0
1437,1437,The Tempest,11,The Tempest,11,4152,100,4152,100,2010,2010.0
1438,1438,The Tourist,11,The Tourist,11,3935,100,3935,100,2010,2010.0
1439,1439,All Good Things,15,All Good Things,15,4108,100,4108,100,2010,2010.0
1440,1440,Black Swan,10,Black Swan,10,3913,100,3913,100,2010,2010.0
1441,1441,"I Love You, Phillip Morris",26,"I Love You, Phillip Morris",26,4060,100,4060,100,2010,2010.0
1442,1442,The Warrior's Way,17,Warrior,7,4036,100,3417,100,2010,2011.0
1443,1443,The King’s Speech,17,The King's Speech (PG-13),25,3906,94,3455,100,2010,2011.0
1444,1444,Love and Other Drugs,20,Love and Other Drugs,20,3978,100,3978,100,2010,2010.0
1445,1445,Tangled,7,Tangled,7,3898,100,3898,100,2010,2010.0
1446,1446,The Nutcracker in 3D,20,The Nutcracker in 3D,20,4171,100,4171,100,2010,2010.0
1447,1447,Faster,6,Faster,6,3998,100,3998,100,2010,2010.0
1448,1448,Burlesque,9,Burlesque,9,3967,100,3967,100,2010,2010.0
1449,1449,The Next Three Days,19,Three,5,4001,100,251,100,2010,2016.0
1450,1450,Harry Potter and the Deathly Hallows: Part I,44,Harry Potter and the Deathly Hallows Part 2,43,3287,97,3287,98,2010,2011.0
1451,1451,Made in Dagenham,16,Made in Dagenham,16,4077,100,4077,100,2010,2010.0
1452,1452,Skyline,7,Skyline,7,4000,100,4000,100,2010,2010.0
1453,1453,Unstoppable,11,Unstoppable,11,3929,100,3929,100,2010,2010.0
1454,1454,Tiny Furniture,14,Tiny Furniture,14,4133,100,4133,100,2010,2010.0
1455,1455,Morning Glory,13,Morning,7,3982,100,2568,100,2010,2013.0
1456,1456,Four Lions,10,Four Lions,10,4145,100,4145,100,2010,2010.0
1457,1457,For Colored Girls,17,For Colored Girls,17,3969,100,3969,100,2010,2010.0
1458,1458,Megamind,8,Megamind,8,3905,100,3905,100,2010,2010.0
1459,1459,127 Hours,9,127 Hours,9,4007,100,4007,100,2010,2010.0
1460,1460,Due Date,8,Due Date,8,3917,100,3917,100,2010,2010.0
1461,1461,Monsters,8,Monsters University,19,4160,100,1938,100,2010,2013.0
1462,1462,Wild Target,11,Wild Target,11,4217,100,4217,100,2010,2010.0
1463,1463,Saw 3D,6,Saw 3D,6,3958,100,3958,100,2010,2010.0
1464,1464,Welcome to the Rileys,21,Welcome to the Rileys,21,4187,100,4187,100,2010,2010.0
1465,1465,Paranormal Activity 2,21,Paranormal Activity 2,21,3928,100,3928,100,2010,2010.0
1466,1466,Conviction,10,Conviction,10,4028,100,4028,100,2010,2010.0
1467,1467,I Want Your Money,17,I Want Your Money,17,4127,100,4127,100,2010,2010.0
1468,1468,Hereafter,9,Hereafter,9,3976,100,3976,100,2010,2010.0
1469,1469,N-Secure,8,N'Secure,8,4054,88,4054,100,2010,2010.0
1470,1470,Down Terrace,12,Down Terrace,12,4363,100,4363,100,2010,2010.0
1471,1471,Jackass 3D,10,Jackass 3-D,11,3911,95,3911,95,2010,2010.0
1472,1472,Carlos,6,Carlos,6,4192,100,4192,100,2010,2010.0
1473,1473,Red,3,Red Army,8,3926,100,767,100,2010,2015.0
1474,1474,I Spit on Your Grave,20,I Spit on Your Grave 2,22,4230,100,2614,100,2010,2013.0
1475,1475,It's a Wonderful Afterlife,26,Mr. Wonderful,13,4365,59,11634,86,2010,1993.0
1476,1476,Nowhere Boy,11,Nowhere Boy,11,4070,100,4070,100,2010,2010.0
1477,1477,My Soul to Take,15,My Soul to Take,15,4013,100,4013,100,2010,2010.0
1478,1478,Secretariat,11,Secretariat,11,3946,100,3946,100,2010,2010.0
1479,1479,It's Kind of a Funny Story,26,It's Kind of a Funny Story,26,4034,100,4034,100,2010,2010.0
1480,1480,Stone,5,Hands of Stone,14,4062,100,109,100,2010,2016.0
1481,1481,Life as We Know It,18,Life as We Know It,18,3950,100,3950,100,2010,2010.0
1482,1482,Inside Job,10,Inside Job,10,4041,100,4041,100,2010,2010.0
1483,1483,Rust,4,Rust and Bone,13,12081,75,2799,100,2010,2012.0
1484,1484,Freakonomics,12,Freakonomics,12,4223,100,4223,100,2010,2010.0
1485,1485,Chain Letter,12,Chain Letter,12,4195,100,4195,100,2010,2010.0
1486,1486,Let Me In,9,Let Me In,9,4016,100,4016,100,2010,2010.0
1487,1487,The Social Network,18,The Social Network,18,3920,100,3920,100,2010,2010.0
1488,1488,Case 39,7,Case 39,7,4015,100,4015,100,2010,2010.0
1489,1489,Barry Munday,12,Nasty Baby,10,7261,64,931,64,2010,2015.0
1490,1490,The Virginity Hit,17,The Virginity Hit,17,4102,100,4102,100,2010,2010.0
1491,1491,Buried,6,Buried,6,4080,100,4080,100,2010,2010.0
1492,1492,You Again,9,You Again,9,3991,100,3991,100,2010,2010.0
1493,1493,Legend of the Guardians: The Owls of Ga'Hoole,45,Legend,6,3949,100,714,100,2010,2015.0
1494,1494,Wall Street 2: Money Never Sleeps,33,Never,5,3952,97,457,100,2010,2016.0
1495,1495,Enter the Void,14,Enter the Void,14,4140,100,4140,100,2010,2010.0
1496,1496,You Will Meet a Tall Dark Stranger,34,You Will Meet a Tall Dark Stranger,34,4048,100,4048,100,2010,2010.0
1497,1497,Alpha and Omega 3D,18,Alpha and Omega,15,3992,91,3992,100,2010,2010.0
1498,1498,Easy A,6,Easy A,6,3947,100,3947,100,2010,2010.0
1499,1499,Incendies,9,Incendies (U.S. only),21,3769,74,3467,100,2010,2011.0
1500,1500,Devil,5,Hieronymus Bosch: Touched by the Devil,38,3975,100,253,100,2010,2016.0
1501,1501,The Town,8,The Town,8,3924,100,3924,100,2010,2010.0
1502,1502,Never Let Me Go,15,Never,5,4055,100,457,100,2010,2016.0
1503,1503,Resident Evil: Afterlife,24,Resident Evil: Afterlife,24,3943,100,3943,100,2010,2010.0
1504,1504,"Lovely, Still",13,"Lovely, Still",13,4202,100,4202,100,2010,2010.0
1505,1505,Bran Nue Dae,12,Bran Nue Dae,12,4209,100,4209,100,2010,2010.0
1506,1506,Machete,7,Machete Kills,13,3988,100,2071,100,2010,2013.0
1507,1507,San qiang pai an jing qi,24,Finding Vivian Maier,20,9958,56,1424,55,2010,2014.0
1508,1508,Going the Distance,18,Going the Distance,18,4008,100,4008,100,2010,2010.0
1509,1509,16 to Life,10,Life,4,10908,64,9640,100,2010,1999.0
1510,1510,The American,12,Requiem for the American Dream,30,3972,100,257,100,2010,2016.0
1511,1511,My Dog Tulip,12,My Dog Tulip,12,4157,100,4157,100,2010,2010.0
1512,1512,Circle,6,Broken Circle Breakdown,23,4361,100,2228,100,2010,2013.0
1513,1513,Centurion,9,Centurion,9,4204,100,4204,100,2010,2010.0
1514,1514,Takers,6,Takers,6,3948,100,3948,100,2010,2010.0
1515,1515,The Last Exorcism,17,The Last Exorcism Part II,25,3965,100,2056,100,2010,2013.0
1516,1516,Mao's Last Dancer,17,Dancer,6,4039,100,310,100,2010,2016.0
1517,1517,Lottery Ticket,14,Lottery Ticket,14,3994,100,3994,100,2010,2010.0
1518,1518,Nanny McPhee and the Big Bang,29,Bang Bang,9,3985,61,1405,100,2010,2014.0
1519,1519,Soul Kitchen,12,Soul Kitchen,12,4153,100,4153,100,2010,2010.0
1520,1520,Piranha 3D,10,Piranha 3D,10,3993,100,3993,100,2010,2010.0
1521,1521,The Switch,10,The Switch,10,3986,100,3986,100,2010,2010.0
1522,1522,Vampires Suck,13,Vampires Suck,13,3971,100,3971,100,2010,2010.0
1523,1523,Eat Pray Love,13,Eat Pray Love,13,3930,100,3930,100,2010,2010.0
1524,1524,Scott Pilgrim vs. The World,27,Scott Pilgrim vs. the World,27,3980,96,3980,100,2010,2010.0
1525,1525,Animal Kingdom,14,Animal Kingdom,14,4081,100,4081,100,2010,2010.0
1526,1526,The Expendables,15,The Expendables 3,17,3916,100,1309,100,2010,2014.0
1527,1527,The Oxford Murders,18,The Oxford Murders,18,4392,100,4392,100,2010,2010.0
1528,1528,Step Up 3D,10,Up,2,3964,95,4429,100,2010,2009.0
1529,1529,The Other Guys,14,The Other Guys,14,3909,100,3909,100,2010,2010.0
1530,1530,Flipped,7,Flipped,7,4064,100,4064,100,2010,2010.0
1531,1531,Get Low,7,Get Low,7,4023,100,4023,100,2010,2010.0
1532,1532,Cats & Dogs: The Revenge of Kitty Galore,40,Cats & Dogs: The Revenge of Kitty Galore,40,3960,100,3960,100,2010,2010.0
1533,1533,The Extra Man,13,The Extra Man,13,4125,100,4125,100,2010,2010.0
1534,1534,Dinner for Schmucks,19,Dinner for Schmucks,19,3934,100,3934,100,2010,2010.0
1535,1535,Charlie St. Cloud,17,Charlie St. Cloud,17,3981,100,3981,100,2010,2010.0
1536,1536,Life During Wartime,19,Life During Wartime,19,4151,100,4151,100,2010,2010.0
1537,1537,Spoken Word,11,Spoken Word,11,4291,100,4291,100,2010,2010.0
1538,1538,Ramona and Beezus,17,Ramona and Beezus,17,3989,100,3989,100,2010,2010.0
1539,1539,Salt,4,The Salt of the Earth,21,3910,100,730,100,2010,2015.0
1540,1540,Inception,9,Inception,9,3894,100,3894,100,2010,2010.0
1541,1541,Standing Ovation,16,Standing Ovation,16,4116,100,4116,100,2010,2010.0
1542,1542,The Sorcerer's Apprentice,25,The Sorcerer's Apprentice,25,3938,100,3938,100,2010,2010.0
1543,1543,The Kids Are All Right,22,The Kids Are All Right,22,4002,100,4002,100,2010,2010.0
1544,1544,Despicable Me,13,Despicable Me 2,15,3895,100,1935,100,2010,2013.0
1545,1545,Predators,9,Predators,9,3953,100,3953,100,2010,2010.0
1546,1546,[Rec] 2,7,[Rec] 2,7,4305,100,4305,100,2010,2010.0
1547,1547,The Last Airbender,18,The Last Airbender,18,3907,100,3907,100,2010,2010.0
1548,1548,The Twilight Saga: Eclipse,26,The Twilight Saga: Eclipse,26,3892,100,3892,100,2010,2010.0
1549,1549,Love Ranch,10,Love Ranch,10,4196,100,4196,100,2010,2010.0
1550,1550,Les herbes folles,17,Herbie: Fully Loaded,20,8428,61,6829,67,2010,2005.0
1551,1551,Dogtooth,8,Dogtooth,8,4212,100,4212,100,2010,2010.0
1552,1552,Grown Ups,9,Grown Ups 2,11,3903,100,1952,100,2010,2013.0
1553,1553,Knight and Day,14,Knight & Day,12,3933,85,3933,100,2010,2010.0
1554,1554,Io sono l’amore,15,L'Amour Fou,11,4263,53,3558,62,2010,2011.0
1555,1555,Toy Story 3,11,Toy Story 3,11,3889,100,3889,100,2010,2010.0
1556,1556,Cyrus,5,Cyrus,5,4026,100,4026,100,2010,2010.0
1557,1557,The Killer Inside Me,20,The Killer Inside Me,20,4165,100,4165,100,2010,2010.0
1558,1558,8: The Mormon Proposition,25,8: The Mormon Proposition,25,4226,100,4226,100,2010,2010.0
1559,1559,Jonah Hex,9,Jonah Hex,9,4019,100,4019,100,2010,2010.0
1560,1560,Winter's Bone,13,Winter's Bone,13,4031,100,4031,100,2010,2010.0
1561,1561,The A-Team,10,The A-Team,10,3932,100,3932,100,2010,2010.0
1562,1562,The Karate Kid,14,The Karate Kid,14,3899,100,3899,100,2010,2010.0
1563,1563,Jerusalema,10,Gangster's Paradise: Jerusalema,31,2070,95,4375,100,2010,2010.0
1564,1564,Splice,6,Splice,6,4010,100,4010,100,2010,2010.0
1565,1565,Killers,7,Killers,7,3957,100,3957,100,2010,2010.0
1566,1566,Ondine,6,Ondine,6,4112,100,4112,100,2010,2010.0
1567,1567,Get Him to the Greek,20,Get Him to the Greek,20,3942,100,3942,100,2010,2010.0
1568,1568,Marmaduke,9,Marmaduke,9,3974,100,3974,100,2010,2010.0
1569,1569,Sea Rex 3D: Journey to a Prehistoric World,42,Sea Rex 3D: Journey to a Prehistoric World,42,4035,100,4035,100,2010,2010.0
1570,1570,Agora,5,Agora,5,4104,100,4104,100,2010,2010.0
1571,1571,Micmacs,7,Micmacs,7,4073,100,4073,100,2010,2010.0
1572,1572,George A. Romero's Survival of the Dead,39,George A. Romero's Survival of the Dead,39,4222,100,4222,100,2010,2010.0
1573,1573,Prince of Persia: Sands of Time,31,Prince of Persia: The Sands of Time,35,3925,94,3925,100,2010,2010.0
1574,1574,Sex and the City 2,18,Sex and the City 2,18,3921,100,3921,100,2010,2010.0
1575,1575,Solitary Man,12,Solitary Man,12,4040,100,4040,100,2010,2010.0
1576,1576,Perrier's Bounty,16,Perrier's Bounty,16,4422,100,4422,100,2010,2010.0
1577,1577,MacGruber,9,MacGruber,9,4024,100,4024,100,2010,2010.0
1578,1578,Kites,5,Kites,5,4065,100,4065,100,2010,2010.0
1579,1579,Shrek Forever After,19,After,5,3896,100,3761,100,2010,2011.0
1580,1580,Just Wright,11,Just Wright,11,3999,100,3999,100,2010,2010.0
1581,1581,Robin Hood,10,The Last of Robin Hood,22,3914,100,1520,100,2010,2014.0
